lang,is_retweeted,full_text,created_at,hashtags,location,id,user
en,False,@myogiadityanath Proud of Wdr Abinandan.....he has shown a rare display of bravery and valour..... but at the same… https://t.co/uQxKR0XiI6,Sat Mar 02 11:19:53 +0000 2019,,,1101804311707709440,2159478686
en,False,"RT @INCIndia: When I speak of Chowkidar, everyone knows that I'm speaking of Narendra Modi. This Chowkidar hasn't just stolen from IAF in R…",Sat Mar 02 11:19:52 +0000 2019,,,1101804309480521728,1695508446
en,False,"RT @davidfrawleyved: As India under Narendra Modi develops a greater sense of national identity, purpose and strength, his opposition tries…",Sat Mar 02 11:19:52 +0000 2019,,Earth,1101804308436201472,415412957
en,False,"RT @davidfrawleyved: As India under Narendra Modi develops a greater sense of national identity, purpose and strength, his opposition tries…",Sat Mar 02 11:19:42 +0000 2019,,"New Delhi, India",1101804266623258624,3068046818
en,False,RT @surjitbhalla: Economists world over have talked about the elusive nature of inclusive growth - @TVMohandasPai documents how @narendramo…,Sat Mar 02 11:19:41 +0000 2019,,"Hyderabad, India",1101804262743392256,47124317
en,False,"RT @IamAlok_Verma: Ceasefire Violations by Pakistan:

2009: 44
2011: 62
2012: 114
2015: 405
2017: 971
2018: 2936

@smritiirani says this is…",Sat Mar 02 11:19:35 +0000 2019,,,1101804237007269888,305696957
en,False,RT @JhaSanjay: Narendra Modi uses an official PMO Twitter handle to propagate his hate politics of divisiveness. @INCIndia @RahulGandhi @Ar…,Sat Mar 02 11:19:24 +0000 2019,,Bhubaneswar,1101804192774053890,85525922
en,False,RT @TheEconomist: Narendra Modi's abrupt cancellation of high-denomination banknotes was his most innovative decision—and his worst https:/…,Sat Mar 02 11:19:15 +0000 2019,,Between Here and There,1101804153033056258,201407405
en,False,RT @davidfrawleyved: Let us also acknowledge the role of India's powerful women in Narendra Modi's stronger and more skillful engagement wi…,Sat Mar 02 11:19:10 +0000 2019,,,1101804132933951488,832881260741615616
en,False,"RT @DunyaNews: Foreign media exposes Narendra Modi for his election-winning propaganda. Watch this report!

For more videos visit: https://…",Sat Mar 02 11:19:08 +0000 2019,,,1101804123689807873,733227206391017472
en,False,"RT @MaleehaHashmey: Dear sensible Pakistanis &amp; Indians,

It's time to FINISH the enemy within. Let's join hands &amp; sign a PETITION to Declar…",Sat Mar 02 11:18:59 +0000 2019,,,1101804085819273216,704966562827075584
en,False,"RT @INCGoa: When I speak of Chowkidar, everyone knows that I'm speaking of Narendra Modi. This Chowkidar hasn't just stolen from IAF in Raf…",Sat Mar 02 11:18:53 +0000 2019,,"Delhi , Darbhanga",1101804059969970176,778781602084229122
en,False,Sign a Petition to Declare Narendra Modi as International Terrorist - Sign the Petition! https://t.co/MuIkV0yaDZ via @Change,Sat Mar 02 11:18:50 +0000 2019,,Pakistan,1101804048683057152,450592615
en,False,"RT @saleemmehmood8: #PeaceLovingPakistan
Prime Minister Imran Khan has tried three times to contact his Indian counterpart Narendra Modi bu…",Sat Mar 02 11:18:49 +0000 2019,PeaceLovingPakistan,Leepa Valley  🇵🇰❤️❤️,1101804044857815040,493119864
en,False,Narendra Modi's abrupt cancellation of high-denomination banknotes was his most innovative decision—and his worst https://t.co/KRynULpJS9,Sat Mar 02 11:18:48 +0000 2019,,London,1101804042597076992,5988062
en,False,"RT @KhaleejMag: Sign a petition to Declare Narendra Modi as Global Terrorist - Sign the Petition! https://t.co/ETpX2HcwwA  

#Kotli #Kashmi…",Sat Mar 02 11:18:48 +0000 2019,Kotli,,1101804041477283840,1067577157210255362
en,False,"RT @INCIndia: When I speak of Chowkidar, everyone knows that I'm speaking of Narendra Modi. This Chowkidar hasn't just stolen from IAF in R…",Sat Mar 02 11:18:45 +0000 2019,,"Nashik, India",1101804027988209666,886165364333260800
en,False,"RT @AmitShah: CSR, under PM Narendra Modi ji's leadership is ’Corporate Social Responsibility’ where as CSR of DMK-Congress is ‘Corruption…",Sat Mar 02 11:18:44 +0000 2019,,,1101804023450021889,1093102789176086528
en,False,RT @MohsinDotDot: Sign a Petition to Declare Narendra Modi as International Terrorist - Sign the Petition! https://t.co/zpW1tiqbR9 via @Cha…,Sat Mar 02 11:18:41 +0000 2019,,,1101804013421502469,777784206407659524
en,False,"RT @firstpost: #NarendraModi’s rise to power in 2014 had opened up the possibility of radical reforms, but now, the buoyancy is petering ou…",Sat Mar 02 11:18:35 +0000 2019,NarendraModi,"Mumbai, India",1101803986359865350,745206016275550209
en,False,@narendramodi wonderfull  dainamic priminister of india narendra modi g,Sat Mar 02 11:18:32 +0000 2019,,"Karnataka, India",1101803973638422529,1091268998329585664
en,False,Sign a Petition to Declare Narendra Modi as International Terrorist - Sign the Petition! https://t.co/zpW1tiqbR9 via @Change,Sat Mar 02 11:18:12 +0000 2019,,,1101803889790210048,3132244622
en,False,"RT @MaizaHameed: Suzanna Arundhati Roy is an Indian author says ... “with his reckless “pre-emptive” airstrike on Balakot in Pakistan, Prim…",Sat Mar 02 11:18:08 +0000 2019,,"Punjab, Pakistan",1101803872086081536,1069104682394619909
en,False,"RT @KhaleejMag: Sign a petition to Declare Narendra Modi as Global Terrorist - Sign the Petition! https://t.co/ETpX2HcwwA  

#Kotli #Kashmi…",Sat Mar 02 11:18:03 +0000 2019,Kotli,"Dubai, United Arab Emirates",1101803854067318786,2521051670
en,False,Sign a Petition to Declare Narendra Modi as International Terrorist - Sign the Petition! https://t.co/E0rWxhCgHH via @Change,Sat Mar 02 11:18:02 +0000 2019,,"اسلام آباد, پاکستان",1101803846534336513,2949940004
en,False,"RT @the_hindu: ""Once, the meaning of “abhinandan” in English was “congratulations”; now the meaning of ‘abhinandan’ will change"" 
https://t…",Sat Mar 02 11:17:55 +0000 2019,,"Chandigarh, India",1101803816591261699,955816991037599745
en,False,"RT @MaleehaHashmey: Dear sensible Pakistanis &amp; Indians,

It's time to FINISH the enemy within. Let's join hands &amp; sign a PETITION to Declar…",Sat Mar 02 11:17:43 +0000 2019,,Pakistan,1101803769174675456,137051642
en,False,"RT @MousamiSingh1: One EXTRAORDINARY story of India's two bravehearts.

Wing commander  ABHINANDAN who hit down enemy's F16 with much infer…",Sat Mar 02 11:17:30 +0000 2019,,"Bengaluru, India",1101803712073220096,3224312383
en,False,RT @surjitbhalla: Economists world over have talked about the elusive nature of inclusive growth - @TVMohandasPai documents how @narendramo…,Sat Mar 02 11:17:24 +0000 2019,,,1101803690254573568,1093848369448013825
en,False,RT @Fairlyunfair__: Sign a Petition to Declare Narendra Modi as International Terrorist - Sign the Petition! https://t.co/1jh8n38gBn via @C…,Sat Mar 02 11:17:23 +0000 2019,,,1101803684328030211,4745568803
en,False,"RT @DrSaniaMaan: I give a damm to you because I love India 🇮🇳. 

https://t.co/luuJeXqTJ4",Sat Mar 02 11:17:17 +0000 2019,,"Ufa, Russia",1101803661078876162,2223044636
en,False,"RT @thewire_in: ""They are not merely mouth-pieces or supporters of Narendra Modi and his administration – they are the force multipliers, t…",Sat Mar 02 11:17:17 +0000 2019,,Pune,1101803657073328129,16242986
en,False,RT @TVMohandasPai: Here's how PM Narendra Modi transforming India - FE ⁦@narendramodi⁩ ⁦@PMOIndia⁩ ⁦@arunjaitley⁩ ⁦@rsprasad⁩ ⁦@PiyushGoyal…,Sat Mar 02 11:17:14 +0000 2019,,Bharat | Malaysia | Singapore,1101803648546353152,114707915
en,False,"RT @IamAlok_Verma: Ceasefire Violations by Pakistan:

2009: 44
2011: 62
2012: 114
2015: 405
2017: 971
2018: 2936

@smritiirani says this is…",Sat Mar 02 11:17:03 +0000 2019,,,1101803600307642368,1092833913838362624
en,False,"RT @InsafiansPower1: #PeaceLovingPakistan 
Prime Minister Imran Khan on Sunday asked his Indian counterpart Narendra Modi to ""give peace a…",Sat Mar 02 11:16:54 +0000 2019,PeaceLovingPakistan,,1101803564043784192,982912386750406656
en,False,"RT @Ra_THORe: PM ⁦@narendramodi⁩ ji says over 1.1 crore farmers have got Kisan scheme payout 
 https://t.co/EtKeco6HmA https://t.co/03E3hhi…",Sat Mar 02 11:16:52 +0000 2019,,,1101803554505981952,231310992
en,False,"@sakshijoshii Now Narendra modi uncle will must follow him on twitter 🙂 gaali dene me maahir hai banda,  desh ka fu… https://t.co/dNtUFxAAMs",Sat Mar 02 11:16:50 +0000 2019,,"Patna, ",1101803546830200833,982533735307395073
en,False,"@ndtv https://t.co/GLPKkKN6wC

He said it's ""congratulations"" not ""welcome"".. @narendramodi",Sat Mar 02 11:16:46 +0000 2019,,Chennai,1101803530661158912,103483361
en,False,"RT @KhaleejMag: Sign a petition to Declare Narendra Modi as Global Terrorist - Sign the Petition! https://t.co/ETpX2HcwwA  

#Kotli #Kashmi…",Sat Mar 02 11:16:36 +0000 2019,Kotli,"اسلام آباد, پاکستان",1101803488093396993,2949940004
en,False,RT @surjitbhalla: Economists world over have talked about the elusive nature of inclusive growth - @TVMohandasPai documents how @narendramo…,Sat Mar 02 11:16:28 +0000 2019,,,1101803453158952960,46389545
en,False,RT @FinancialXpress: Opinion by @TVMohandasPai | The @narendramodi government has done more than any other government in the recent past to…,Sat Mar 02 11:16:26 +0000 2019,,Milwaukee,1101803444795514881,75994228
en,False,"RT @MaleehaHashmey: Dear sensible Pakistanis &amp; Indians,

It's time to FINISH the enemy within. Let's join hands &amp; sign a PETITION to Declar…",Sat Mar 02 11:16:24 +0000 2019,,,1101803434762797063,389655370
en,False,"RT @KhaleejMag: Sign a petition to Declare Narendra Modi as Global Terrorist - Sign the Petition! https://t.co/ETpX2HcwwA  

#Kotli #Kashmi…",Sat Mar 02 11:16:19 +0000 2019,Kotli,"Dubai, United Arab Emirates",1101803413954805761,95383781
en,False,Bihar Man Arrested For WhatsApp Threat To Bomb PM Modi's Rally: Police - NDTV News https://t.co/kVxQFnvat4,Sat Mar 02 11:16:14 +0000 2019,,New Delhi,1101803395579629569,99530011
en,False,"RT @firstpost: #NarendraModi’s rise to power in 2014 had opened up the possibility of radical reforms, but now, the buoyancy is petering ou…",Sat Mar 02 11:16:10 +0000 2019,NarendraModi,Henan,1101803376252055552,60531081
en,False,Sign a Petition to Declare Narendra Modi as International Terrorist - Sign the Petition! https://t.co/I4Y3Gp89QO via @Change,Sat Mar 02 11:16:07 +0000 2019,,,1101803363577090048,785795387705753600
en,False,"RT @IamMjahangeer: Pakistan's Prime Minister Imran Khan has written a letter to his Indian counterpart Narendra Modi, the Foreign Office sa…",Sat Mar 02 11:16:05 +0000 2019,,You can't imagine ,1101803358405476352,1093139970401939457
en,False,"RT @AudaciousQuest_: See how BJP peddles fake news. 
Will he produce proof?
Isn't BJP putting India to shame in front of the whole world?
B…",Sat Mar 02 11:16:03 +0000 2019,,,1101803347051536384,952741128985456641
en,False,"RT @KhaleejMag: Sign a petition to Declare Narendra Modi as Global Terrorist - Sign the Petition! https://t.co/ETpX2HcwwA  

#Kotli #Kashmi…",Sat Mar 02 11:16:02 +0000 2019,Kotli,"Dubai, United Arab Emirates",1101803343960248320,95383781
en,False,"RT @2congressparty: अब ये क्या हुई______
Those who oppose modi,
Are traitors🤔. That is the aggressive traitors who do not encurrage modi to…",Sat Mar 02 11:16:01 +0000 2019,,India,1101803338541211648,896658434480717824
en,False,Sign a Petition to Declare Narendra Modi as International Terrorist - Sign the Petition! https://t.co/nUWaBEkyic via @Change,Sat Mar 02 11:16:00 +0000 2019,,,1101803337983381510,4820508911
en,False,"Shri Narendra Modi will continue as Prime Minister of India, for the next Ten years .
He has to complete many usefu… https://t.co/5SrZ5qSUYX",Sat Mar 02 11:16:00 +0000 2019,,,1101803335961653248,4875739929
en,False,"RT @davidfrawleyved: Strange how for sections of India's media Imran Khan is a hero for following diplomatic norms on pilot release, though…",Sat Mar 02 11:15:53 +0000 2019,,,1101803306777804800,901717801
en,False,RT @TVMohandasPai: Here's how PM Narendra Modi transforming India - FE ⁦@narendramodi⁩ ⁦@PMOIndia⁩ ⁦@arunjaitley⁩ ⁦@rsprasad⁩ ⁦@PiyushGoyal…,Sat Mar 02 11:15:50 +0000 2019,,India,1101803292542136320,948960041574346753
en,False,"RT @Biryani_: While our pilot is in Pakistan's custody

- Narendra Modi is busy doing a video conference with party workers
- Rajnath singh…",Sat Mar 02 11:15:36 +0000 2019,,Chromepet ,1101803234644045826,1100415711845838850
en,False,Sign a Petition to Declare Narendra Modi as International Terrorist - Sign the Petition! https://t.co/ZWU785acVK via @Change,Sat Mar 02 11:15:34 +0000 2019,,Lahore,1101803227685810176,1896357126
en,False,"RT @TheEconomist: After a long three-decade lull, violence has spiralled once again under Narendra Modi https://t.co/cvjGrSVGHk",Sat Mar 02 11:15:33 +0000 2019,,"Glasgow, Scotland",1101803223411818496,1067456109731028993
en,False,Answer to Is Narendra Modi the first Indian prime minister in your life time that you respect and support? How is h… https://t.co/mLpKkKeVkt,Sat Mar 02 11:15:31 +0000 2019,,Vadodara,1101803215912284160,60041122
en,False,"RT @TheEconomist: After a long three-decade lull, violence has spiralled once again under Narendra Modi https://t.co/cvjGrSVGHk",Sat Mar 02 11:15:30 +0000 2019,,Red Planet,1101803209075642371,268958469
en,False,"RT @Ra_THORe: PM ⁦@narendramodi⁩ ji says over 1.1 crore farmers have got Kisan scheme payout 
 https://t.co/EtKeco6HmA https://t.co/03E3hhi…",Sat Mar 02 11:15:15 +0000 2019,,Panipat,1101803148228714496,320164932
en,False,"RT @DunyaNews: Foreign media exposes Narendra Modi for his election-winning propaganda. Watch this report!

For more videos visit: https://…",Sat Mar 02 11:15:08 +0000 2019,,,1101803116805140480,867299730291904512
en,False,"RT @DunyaNews: Foreign media exposes Narendra Modi for his election-winning propaganda. Watch this report!

For more videos visit: https://…",Sat Mar 02 11:15:04 +0000 2019,,"Lahore, Pakistan",1101803100556484608,998624414
en,False,"RT @INCGoa: When I speak of Chowkidar, everyone knows that I'm speaking of Narendra Modi. This Chowkidar hasn't just stolen from IAF in Raf…",Sat Mar 02 11:14:58 +0000 2019,,"New Delhi, India",1101803075101024256,576948885
en,False,@iArmySupporter @narendramodi Shri Narendra Modi is the only one and the Best PM ever.,Sat Mar 02 11:14:55 +0000 2019,,,1101803062887354369,2795909701
en,False,"RT @davidfrawleyved: Strange how for sections of India's media Imran Khan is a hero for following diplomatic norms on pilot release, though…",Sat Mar 02 11:14:53 +0000 2019,,"Tamil Nadu, India",1101803056482533376,793144705
en,False,"RT @saleemmehmood8: #PeaceLovingPakistan
Prime Minister Imran Khan has tried three times to contact his Indian counterpart Narendra Modi bu…",Sat Mar 02 11:14:52 +0000 2019,PeaceLovingPakistan,You can't imagine ,1101803049448890368,1093139970401939457
en,False,"RT @t_d_h_nair: “Modi, famous for his warm diplomatic hugs, is a member of the RSS paramilitary group - the Indian equivalent of the Ku Klu…",Sat Mar 02 11:14:46 +0000 2019,,,1101803027483279362,244368056
en,False,"RT @MaleehaHashmey: Dear sensible Pakistanis &amp; Indians,

It's time to FINISH the enemy within. Let's join hands &amp; sign a PETITION to Declar…",Sat Mar 02 11:14:44 +0000 2019,,Islamabad & Karachi,1101803015974068224,147159647
en,False,"अब ये क्या हुई______
Those who oppose modi,
Are traitors🤔. That is the aggressive traitors who do not encurrage mod… https://t.co/jHOMB5JIie",Sat Mar 02 11:14:40 +0000 2019,,India,1101803002170671104,1051109314688106496
en,False,BBC News - Narendra Modi v Imran Khan: Who won the war of perception? https://t.co/7GAxX5eCAw,Sat Mar 02 11:14:35 +0000 2019,,,1101802980330872832,2254284118
en,False,Sign a Petition to Declare Narendra Modi as International Terrorist - Sign the Petition! https://t.co/oGFXoSP2I4 via @Change,Sat Mar 02 11:14:32 +0000 2019,,"Multan, Pakistan",1101802967475326976,2492441142
en,False,"RT @davidfrawleyved: As India under Narendra Modi develops a greater sense of national identity, purpose and strength, his opposition tries…",Sat Mar 02 11:14:24 +0000 2019,,,1101802933321154563,2881365492
en,False,"RT @hassan_k82: 2365 signatures are still needed, we can help by signing this petition. 💪
https://t.co/lzJChzI5vU
please sign",Sat Mar 02 11:14:23 +0000 2019,,KOCHA - E - YAAR main.....,1101802928317386752,532435730
en,False,"RT @InsafiansPower1: #PeaceLovingPakistan 
Prime Minister Imran Khan on Sunday asked his Indian counterpart Narendra Modi to ""give peace a…",Sat Mar 02 11:14:21 +0000 2019,PeaceLovingPakistan,ٹل، ضلع ہنگو,1101802921098915840,2439811573
en,False,@samjawed65 @nskathy Apparently @MeenaDasNarayan didn't consider herself an Indian till Narendra Modi became the PM in 2014.,Sat Mar 02 11:14:20 +0000 2019,,,1101802918204837888,15389808
en,False,RT @surjitbhalla: Economists world over have talked about the elusive nature of inclusive growth - @TVMohandasPai documents how @narendramo…,Sat Mar 02 11:14:14 +0000 2019,,,1101802891688452096,858202263495606272
en,False,RT @ttindia: Congress bluntly told Prime Minister Narendra Modi that there are times in a nation’s life that are not suited to politicking…,Sat Mar 02 11:14:05 +0000 2019,,Planet  Earth,1101802852538830848,2879270203
en,False,Sign a Petition to Declare Narendra Modi as International Terrorist - Sign the Petition! https://t.co/xAxCac5bC9 via @Change,Sat Mar 02 11:14:03 +0000 2019,,,1101802846750683136,1035300745
en,False,Sign a Petition to Declare Narendra Modi as International Terrorist - Sign the Petition! https://t.co/j0RgSGRZqU via @Change,Sat Mar 02 11:14:01 +0000 2019,,Leiah,1101802837883916289,3118144702
en,False,"RT @INCTharoorian: @RahulGandhi Modi govt is a failure and an incompetent that isn’t fit to serve our country in any way, shape or form.
ht…",Sat Mar 02 11:14:01 +0000 2019,,,1101802837766336512,955059872818753536
en,False,RT @JhaSanjay: Narendra Modi uses an official PMO Twitter handle to propagate his hate politics of divisiveness. @INCIndia @RahulGandhi @Ar…,Sat Mar 02 11:13:56 +0000 2019,,"Radaur, India",1101802815847051266,889827186294771713
en,False,"RT @DrSaniaMaan: I give a damm to you because I love India 🇮🇳. 

https://t.co/luuJeXqTJ4",Sat Mar 02 11:13:48 +0000 2019,,India,1101802781789249536,2308412090
en,False,RT @FinancialXpress: Opinion by @TVMohandasPai | The @narendramodi government has done more than any other government in the recent past to…,Sat Mar 02 11:13:47 +0000 2019,,Bangaluru,1101802778047860737,2570820227
en,False,"RT @davidfrawleyved: As India under Narendra Modi develops a greater sense of national identity, purpose and strength, his opposition tries…",Sat Mar 02 11:13:40 +0000 2019,,,1101802747051991041,927524259114631168
en,False,Sign a Petition to Declare Narendra Modi as International Terrorist - Sign the Petition! https://t.co/zpLte9tnmG vi… https://t.co/Gxd9TmjTXI,Sat Mar 02 11:13:39 +0000 2019,,‏ میرا وطن  میری شناخت ہے🇵🇰,1101802746460717061,827243741887004673
en,False,RT @PiyushGoyal: Many unique development and governance models deployed by the Govt led by PM @NarendraModi have had a positive impact on I…,Sat Mar 02 11:13:37 +0000 2019,,Bangalore,1101802734989172737,79393047
en,False,"RT @MaleehaHashmey: Dear sensible Pakistanis &amp; Indians,

It's time to FINISH the enemy within. Let's join hands &amp; sign a PETITION to Declar…",Sat Mar 02 11:13:34 +0000 2019,,from The hunting ground..,1101802721999495168,832247968145297408
en,False,"RT @Ra_THORe: PM ⁦@narendramodi⁩ ji says over 1.1 crore farmers have got Kisan scheme payout 
 https://t.co/EtKeco6HmA https://t.co/03E3hhi…",Sat Mar 02 11:13:30 +0000 2019,,India,1101802709001297920,1093109981493133312
en,False,RT @JhaSanjay: Narendra Modi uses an official PMO Twitter handle to propagate his hate politics of divisiveness. @INCIndia @RahulGandhi @Ar…,Sat Mar 02 11:13:27 +0000 2019,,,1101802693549584384,71007746
en,False,"RT @davidfrawleyved: As India under Narendra Modi develops a greater sense of national identity, purpose and strength, his opposition tries…",Sat Mar 02 11:13:25 +0000 2019,,Hindustan,1101802687505551361,999884439986454528
en,False,"RT @etribune: Modi is trying play a game of war, says Indian West Bengal Chief Minister Mamata Banerjee
https://t.co/IWTBejhbvt",Sat Mar 02 11:13:25 +0000 2019,,,1101802685307805696,1100722720394932225
